zipcode,pop_0_5,pop_6_12,child_pop_0_12,employment_rate,average_income,employment_missing_flag,income_missing_flag,pop_0_5_missing_flag,pop_6_12_missing_flag,child_pop_0_12_missing_flag,high_demand,total_threshold_rule,req_total,req_under5,existing_total,existing_under5,n_active_facilities,gap_total,gap_under5,is_desert_total_before,is_under5_short_before,needs_intervention_before
10454,2870.0,4718.0,7588.0,0.389063374966523,35661.76470588235,0,0,0,0,0,1,3794.0,3795,1914,3163.0,595.0,71.0,632.0,1319.0,1,1,1
10455,2507.0,5634.0,8141.0,0.4238395673726904,35785.48644338118,0,0,0,0,0,1,4070.5,4071,1672,3035.0,1002.0,111.0,1036.0,670.0,1,1,1
10456,6718.0,9594.0,16312.0,0.4558848433530906,34503.467062902426,0,0,0,0,0,1,8156.0,8157,4479,6897.0,2340.0,237.0,1260.0,2139.0,1,1,1
10457,6785.0,9788.0,16573.0,0.4239698309883859,34633.56973995271,0,0,0,0,0,1,8286.5,8287,4524,6559.0,2544.0,249.0,1728.0,1980.0,1,1,1
10458,5585.0,9406.0,14991.0,0.4262318875638017,35868.3314415437,0,0,0,0,0,1,7495.5,7496,3724,4657.0,2395.0,226.0,2839.0,1329.0,1,1,1
10459,3973.0,5488.0,9461.0,0.4231775844815642,36056.161891768985,0,0,0,0,0,1,4730.5,4731,2649,4018.0,1300.0,135.0,713.0,1349.0,1,1,1
10460,3983.0,6363.0,10346.0,0.4476040900888859,36095.55804404629,0,0,0,0,0,1,5173.0,5174,2656,4794.0,1623.0,164.0,380.0,1033.0,1,1,1
10461,2750.0,4838.0,7588.0,0.4883227176220807,57890.49919484702,0,0,0,0,0,1,3794.0,3795,1834,1462.0,414.0,42.0,2333.0,1420.0,1,1,1
10462,5581.0,7224.0,12805.0,0.508481160170918,49331.55080213904,0,0,0,0,0,1,6402.5,6403,3721,3425.0,1168.0,115.0,2978.0,2553.0,1,1,1
10463,4453.0,5775.0,10228.0,0.4826732673267326,65918.80341880342,0,0,0,0,0,0,3409.333333333333,3410,2969,4249.0,1189.0,118.0,0.0,1780.0,0,1,1
10464,75.0,424.0,499.0,0.5009319664492078,84418.6046511628,0,0,0,0,0,0,166.33333333333331,167,50,114.0,12.0,3.0,53.0,38.0,1,1,1
10465,3268.0,3635.0,6903.0,0.4288398004793677,67554.12890231621,0,0,0,0,0,0,2301.0,2302,2179,1888.0,648.0,62.0,414.0,1531.0,1,1,1
10466,4393.0,7017.0,11410.0,0.4438725388457654,47724.43890274314,0,0,0,0,0,1,5705.0,5706,2929,3192.0,1348.0,127.0,2514.0,1581.0,1,1,1
10467,6341.0,10057.0,16398.0,0.459412640685624,42034.178610804855,0,0,0,0,0,1,8199.0,8200,4228,6220.0,2245.0,214.0,1980.0,1983.0,1,1,1
10468,6671.0,8366.0,15037.0,0.445348108652653,37413.79310344827,0,0,0,0,0,1,7518.5,7519,4448,4292.0,2477.0,230.0,3227.0,1971.0,1,1,1
10469,4483.0,6076.0,10559.0,0.4493334446578164,53108.54753793744,0,0,0,0,0,1,5279.5,5280,2989,2315.0,990.0,94.0,2965.0,1999.0,1,1,1
10470,1311.0,799.0,2110.0,0.4899285250162443,58968.83289124668,0,0,0,0,0,1,1055.0,1056,874,632.0,204.0,19.0,424.0,670.0,1,1,1
10471,1015.0,1376.0,2391.0,0.4347256204124432,91633.16582914571,0,0,0,0,0,0,797.0,798,677,284.0,108.0,10.0,514.0,569.0,1,1,1
10472,5321.0,6625.0,11946.0,0.4482024416770063,37918.66028708134,0,0,0,0,0,1,5973.0,5974,3548,3577.0,1381.0,135.0,2397.0,2167.0,1,1,1
10473,3742.0,5518.0,9260.0,0.4711501655932231,46564.818085482155,0,0,0,0,0,1,4630.0,4631,2495,3514.0,860.0,90.0,1117.0,1635.0,1,1,1
10474,1001.0,1525.0,2526.0,0.4441489361702128,35229.54091816367,0,0,0,0,0,1,1263.0,1264,668,1164.0,180.0,21.0,100.0,488.0,1,1,1
10475,3115.0,3165.0,6280.0,0.5172691132201209,56136.161705908475,0,0,0,0,0,1,3140.0,3141,2077,1808.0,162.0,23.0,1333.0,1915.0,1,1,1
11004,894.0,985.0,1879.0,0.4330658514838874,76746.32352941176,0,0,0,0,0,0,626.3333333333333,627,596,427.0,0.0,2.0,200.0,596.0,1,1,1
11005,0.0,0.0,0.0,0.671264367816092,121318.49315068494,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11101,2111.0,1891.0,4002.0,0.7491467078969631,91603.38785046728,0,0,0,0,0,1,2001.0,2002,1408,1616.0,78.0,16.0,386.0,1330.0,1,1,1
11102,1373.0,1303.0,2676.0,0.7052347704015663,67476.42744892614,0,0,0,0,0,1,1338.0,1339,916,1390.0,90.0,17.0,0.0,826.0,0,1,1
11103,1502.0,1474.0,2976.0,0.570614640883978,63495.96570852244,0,0,0,0,0,0,992.0,993,1002,524.0,82.0,9.0,469.0,920.0,1,1,1
11104,1769.0,1716.0,3485.0,0.5423363896209956,66906.22861054073,0,0,0,0,0,0,1161.6666666666663,1162,1180,1229.0,46.0,10.0,0.0,1134.0,0,1,1
11105,2103.0,2427.0,4530.0,0.494375064506141,68860.90814196243,0,0,0,0,0,0,1510.0,1511,1402,830.0,48.0,8.0,681.0,1354.0,1,1,1
11106,1948.0,2266.0,4214.0,0.5358475546047067,66533.1940575673,0,0,0,0,0,0,1404.6666666666663,1405,1299,1535.0,186.0,27.0,0.0,1113.0,0,1,1
11109,878.0,528.0,1406.0,0.4807692307692308,133892.85714285713,0,0,0,0,0,0,468.66666666666663,469,586,89.0,0.0,1.0,380.0,586.0,1,1,1
11120,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11201,4950.0,4746.0,9696.0,0.5013260698157839,117507.86388332857,0,0,0,0,0,0,3232.0,3233,3300,1957.0,208.0,30.0,1276.0,3092.0,1,1,1
11202,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11203,4037.0,5899.0,9936.0,0.4558887218811301,50698.51913942442,0,0,0,0,0,1,4968.0,4969,2692,3405.0,680.0,78.0,1564.0,2012.0,1,1,1
11204,7209.0,10156.0,17365.0,0.4242010549177785,51748.09830310123,0,0,0,0,0,1,8682.5,8683,4806,3192.0,432.0,50.0,5491.0,4374.0,1,1,1
11205,4751.0,6381.0,11132.0,0.3720264711142908,72222.22222222222,0,0,0,0,0,0,3710.6666666666665,3711,3168,918.0,136.0,20.0,2793.0,3032.0,1,1,1
11206,7202.0,10032.0,17234.0,0.4193487420649479,51560.84305408271,0,0,0,0,0,1,8617.0,8618,4802,3233.0,358.0,57.0,5385.0,4444.0,1,1,1
11207,6376.0,9346.0,15722.0,0.4408012313922377,42837.47363487227,0,0,0,0,0,1,7861.0,7862,4251,6184.0,1346.0,153.0,1678.0,2905.0,1,1,1
11208,8276.0,11351.0,19627.0,0.4160658162322055,40213.28593645857,0,0,0,0,0,1,9813.5,9814,5518,5054.0,1218.0,130.0,4760.0,4300.0,1,1,1
11209,4186.0,5498.0,9684.0,0.4763827772517128,74627.30195849166,0,0,0,0,0,0,3228.0,3229,2791,1423.0,150.0,20.0,1806.0,2641.0,1,1,1
11210,3475.0,6483.0,9958.0,0.4523381578532463,61197.28128267689,0,0,0,0,0,0,3319.333333333333,3320,2317,2014.0,456.0,51.0,1306.0,1861.0,1,1,1
11211,4961.0,5224.0,10185.0,0.4857199554273328,82047.45443117537,0,0,0,0,0,0,3395.0,3396,3308,2453.0,130.0,29.0,943.0,3178.0,1,1,1
11212,5889.0,8210.0,14099.0,0.4430635906959027,39632.59000537345,0,0,0,0,0,1,7049.5,7050,3926,5041.0,810.0,107.0,2009.0,3116.0,1,1,1
11213,4835.0,6559.0,11394.0,0.4152984912701971,49651.68930686173,0,0,0,0,0,1,5697.0,5698,3224,2143.0,240.0,41.0,3555.0,2984.0,1,1,1
11214,5230.0,8134.0,13364.0,0.462905854883475,51150.96359743041,0,0,0,0,0,1,6682.0,6683,3487,2498.0,233.0,32.0,4185.0,3254.0,1,1,1
11215,5712.0,6491.0,12203.0,0.4547726830893993,107133.58778625954,0,0,0,0,0,0,4067.6666666666665,4068,3808,3125.0,870.0,85.0,943.0,2938.0,1,1,1
11216,3107.0,4063.0,7170.0,0.4627002068202587,65817.74081774082,0,0,0,0,0,0,2390.0,2391,2072,1778.0,204.0,32.0,613.0,1868.0,1,1,1
11217,3694.0,2413.0,6107.0,0.4818213497502613,102531.34040501446,0,0,0,0,0,0,2035.6666666666663,2036,2463,1183.0,198.0,24.0,853.0,2265.0,1,1,1
11218,4931.0,8293.0,13224.0,0.450639679205652,65583.38377723971,0,0,0,0,0,0,4408.0,4409,3288,3087.0,518.0,59.0,1322.0,2770.0,1,1,1
11219,12125.0,14622.0,26747.0,0.3723329323927484,44299.33061699651,0,0,0,0,0,1,13373.5,13374,8084,2595.0,1012.0,91.0,10779.0,7072.0,1,1,1
11220,5782.0,10905.0,16687.0,0.5679081369344573,37017.22832260508,0,0,0,0,0,1,8343.5,8344,3855,2251.0,396.0,44.0,6093.0,3459.0,1,1,1
11221,4616.0,6497.0,11113.0,0.4477399272217107,53503.67197062424,0,0,0,0,0,1,5556.5,5557,3078,2971.0,715.0,79.0,2586.0,2363.0,1,1,1
11222,2443.0,1843.0,4286.0,0.5795151605750305,89192.82029234737,0,0,0,0,0,0,1428.6666666666663,1429,1629,672.0,72.0,11.0,757.0,1557.0,1,1,1
11223,6642.0,8838.0,15480.0,0.4192827630971253,55444.328669246795,0,0,0,0,0,1,7740.0,7741,4428,1448.0,144.0,19.0,6293.0,4284.0,1,1,1
11224,2274.0,3939.0,6213.0,0.4267847075773077,50012.23091976516,0,0,0,0,0,1,3106.5,3107,1516,1165.0,90.0,17.0,1942.0,1426.0,1,1,1
11225,3053.0,3791.0,6844.0,0.5012312743689719,59241.72637325145,0,0,0,0,0,1,3422.0,3423,2036,1985.0,433.0,51.0,1438.0,1603.0,1,1,1
11226,5566.0,7471.0,13037.0,0.5098314745727489,51581.9099378882,0,0,0,0,0,1,6518.5,6519,3711,3099.0,600.0,80.0,3420.0,3111.0,1,1,1
11228,2279.0,3507.0,5786.0,0.4751561227260386,60916.66666666667,0,0,0,0,0,0,1928.6666666666663,1929,1520,1212.0,84.0,13.0,717.0,1436.0,1,1,1
11229,4778.0,7738.0,12516.0,0.4655463635354893,63066.07521186441,0,0,0,0,0,0,4172.0,4173,3186,1840.0,288.0,36.0,2333.0,2898.0,1,1,1
11230,7918.0,9489.0,17407.0,0.4063383012909302,61947.777474775015,0,0,0,0,0,0,5802.333333333333,5803,5279,824.0,312.0,28.0,4979.0,4967.0,1,1,1
11231,3167.0,3710.0,6877.0,0.4365293981302635,99623.89380530972,0,0,0,0,0,0,2292.333333333333,2293,2112,1462.0,330.0,37.0,831.0,1782.0,1,1,1
11232,1542.0,2537.0,4079.0,0.4392792408572342,52851.94174757282,0,0,0,0,0,1,2039.5,2040,1028,1699.0,292.0,32.0,341.0,736.0,1,1,1
11233,5703.0,7106.0,12809.0,0.3807518796992481,50900.47393364929,0,0,0,0,0,1,6404.5,6405,3802,3415.0,444.0,62.0,2990.0,3358.0,1,1,1
11234,4665.0,7920.0,12585.0,0.4677914110429448,69030.64861012118,0,0,0,0,0,0,4195.0,4196,3110,2870.0,720.0,74.0,1326.0,2390.0,1,1,1
11235,4313.0,5564.0,9877.0,0.4909171893245374,60106.056890632666,0,0,0,0,0,0,3292.333333333333,3293,2876,1753.0,330.0,39.0,1540.0,2546.0,1,1,1
11236,5712.0,9275.0,14987.0,0.4596231090505785,53505.434782608696,0,0,0,0,0,1,7493.5,7494,3808,4600.0,1126.0,123.0,2894.0,2682.0,1,1,1
11237,2014.0,2802.0,4816.0,0.496789097768264,49178.7542662116,0,0,0,0,0,1,2408.0,2409,1343,1469.0,192.0,26.0,940.0,1151.0,1,1,1
11238,4452.0,3258.0,7710.0,0.5390459455269007,91554.80984340044,0,0,0,0,0,0,2570.0,2571,2968,2010.0,228.0,32.0,561.0,2740.0,1,1,1
11239,487.0,1374.0,1861.0,0.4854831032841504,46691.17647058824,0,0,0,0,0,1,930.5,931,325,802.0,110.0,16.0,129.0,215.0,1,1,1
11241,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11242,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11243,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11245,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11247,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11249,4774.0,4836.0,9610.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,3203.333333333333,3204,3183,315.0,96.0,10.0,2889.0,3087.0,1,1,1
11251,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11252,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11256,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11351,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11352,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11354,2484.0,2765.0,5249.0,0.5967660339884956,45820.251177394035,0,0,0,0,0,1,2624.5,2625,1656,1253.0,102.0,18.0,1372.0,1554.0,1,1,1
11355,3814.0,5224.0,9038.0,0.6658280394993396,36375.873795579064,0,0,0,0,0,1,4519.0,4520,2543,3453.0,154.0,34.0,1067.0,2389.0,1,1,1
11356,2049.0,2258.0,4307.0,0.4885639837869137,47101.851851851854,0,0,0,0,0,1,2153.5,2154,1366,882.0,150.0,17.0,1272.0,1216.0,1,1,1
11357,2193.0,3760.0,5953.0,0.4900448681996635,74928.46924177397,0,0,0,0,0,0,1984.3333333333333,1985,1462,1087.0,72.0,13.0,898.0,1390.0,1,1,1
11358,2023.0,2827.0,4850.0,0.5471883549818046,59587.37864077671,0,0,0,0,0,1,2425.0,2426,1349,679.0,132.0,14.0,1747.0,1217.0,1,1,1
11359,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11360,859.0,999.0,1858.0,0.5198032354581875,88817.0731707317,0,0,0,0,0,0,619.3333333333333,620,573,485.0,24.0,4.0,135.0,549.0,1,1,1
11361,1723.0,2176.0,3899.0,0.4867316544814514,69375.86926286509,0,0,0,0,0,0,1299.6666666666663,1300,1149,1501.0,144.0,18.0,0.0,1005.0,0,1,1
11362,626.0,1163.0,1789.0,0.4938673613372408,80604.3956043956,0,0,0,0,0,0,596.3333333333333,597,418,349.0,48.0,7.0,248.0,370.0,1,1,1
11363,334.0,797.0,1131.0,0.4738628649015614,89290.83094555873,0,0,0,0,0,0,377.0,378,223,226.0,60.0,6.0,152.0,163.0,1,1,1
11364,1901.0,3497.0,5398.0,0.4876193473927185,71153.84615384616,0,0,0,0,0,0,1799.3333333333333,1800,1268,1330.0,60.0,16.0,470.0,1208.0,1,1,1
11365,2904.0,3918.0,6822.0,0.4822936412200586,59569.00401965163,0,0,0,0,0,1,3411.0,3412,1936,1306.0,162.0,20.0,2106.0,1774.0,1,1,1
11366,832.0,971.0,1803.0,0.5124826121970861,69285.71428571429,0,0,0,0,0,0,601.0,602,555,587.0,144.0,14.0,15.0,411.0,1,1,1
11367,3814.0,4094.0,7908.0,0.4481818601857413,58402.06185567011,0,0,0,0,0,1,3954.0,3955,2543,2205.0,606.0,60.0,1750.0,1937.0,1,1,1
11368,7894.0,11346.0,19240.0,0.4437250554323725,37360.08394963022,0,0,0,0,0,1,9620.0,9621,5263,3057.0,502.0,61.0,6564.0,4761.0,1,1,1
11369,1428.0,2586.0,4014.0,0.5789849892780558,45303.27428878153,0,0,0,0,0,1,2007.0,2008,952,1444.0,592.0,55.0,564.0,360.0,1,1,1
11370,1279.0,1871.0,3150.0,0.4974435449510013,52810.492505353315,0,0,0,0,0,1,1575.0,1576,853,232.0,174.0,15.0,1344.0,679.0,1,1,1
11371,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11372,3806.0,5533.0,9339.0,0.5135744242623245,55456.262714327226,0,0,0,0,0,1,4669.5,4670,2538,1767.0,216.0,28.0,2903.0,2322.0,1,1,1
11373,5489.0,9062.0,14551.0,0.5095597263637959,43863.54943583859,0,0,0,0,0,1,7275.5,7276,3660,3358.0,246.0,33.0,3918.0,3414.0,1,1,1
11374,2728.0,3703.0,6431.0,0.4956595384289646,68042.50320375909,0,0,0,0,0,0,2143.6666666666665,2144,1819,1851.0,268.0,33.0,293.0,1551.0,1,1,1
11375,4351.0,5816.0,10167.0,0.4668138063075041,89112.78837937908,0,0,0,0,0,0,3389.0,3390,2901,1377.0,262.0,30.0,2013.0,2639.0,1,1,1
11377,5206.0,6626.0,11832.0,0.5281856122883061,52190.35698737484,0,0,0,0,0,1,5916.0,5917,3471,3046.0,174.0,30.0,2871.0,3297.0,1,1,1
11378,2367.0,3155.0,5522.0,0.4652229299363057,60131.43483023002,0,0,0,0,0,0,1840.6666666666663,1841,1578,632.0,36.0,7.0,1209.0,1542.0,1,1,1
11379,1687.0,3294.0,4981.0,0.4754188337994302,72842.22100054976,0,0,0,0,0,0,1660.3333333333333,1661,1125,1618.0,106.0,14.0,43.0,1019.0,1,1,1
11380,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11381,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11385,6027.0,8551.0,14578.0,0.4682480264591882,56635.8024691358,0,0,0,0,0,1,7289.0,7290,4018,2974.0,610.0,65.0,4316.0,3408.0,1,1,1
11386,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11405,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11411,922.0,1359.0,2281.0,0.487130198321534,61994.70644850818,0,0,0,0,0,0,760.3333333333333,761,615,745.0,192.0,21.0,16.0,423.0,1,1,1
11412,2110.0,3033.0,5143.0,0.4769295198679575,53815.85743801653,0,0,0,0,0,1,2571.5,2572,1407,1674.0,418.0,47.0,898.0,989.0,1,1,1
11413,2123.0,3731.0,5854.0,0.4780067808708065,58580.26131591227,0,0,0,0,0,1,2927.0,2928,1416,2309.0,556.0,59.0,619.0,860.0,1,1,1
11414,2164.0,2835.0,4999.0,0.44017910054652,76196.70905011219,0,0,0,0,0,0,1666.3333333333333,1667,1443,828.0,114.0,13.0,839.0,1329.0,1,1,1
11415,1176.0,1513.0,2689.0,0.4636967757814423,71841.82590233546,0,0,0,0,0,0,896.3333333333333,897,784,63.0,47.0,5.0,834.0,737.0,1,1,1
11416,1734.0,2647.0,4381.0,0.4695257969345902,44281.6091954023,0,0,0,0,0,1,2190.5,2191,1156,577.0,234.0,22.0,1614.0,922.0,1,1,1
11417,2023.0,3265.0,5288.0,0.5,53020.833333333336,0,0,0,0,0,1,2644.0,2645,1349,838.0,234.0,23.0,1807.0,1115.0,1,1,1
11418,2366.0,3365.0,5731.0,0.4809875512174753,50623.98263700488,0,0,0,0,0,1,2865.5,2866,1578,1594.0,294.0,30.0,1272.0,1284.0,1,1,1
11419,1957.0,3411.0,5368.0,0.5326846307385229,43174.27790788446,0,0,0,0,0,1,2684.0,2685,1305,1090.0,276.0,27.0,1595.0,1029.0,1,1,1
11420,2487.0,3504.0,5991.0,0.4770003714347154,50056.352459016394,0,0,0,0,0,1,2995.5,2996,1658,1895.0,414.0,45.0,1101.0,1244.0,1,1,1
11421,2399.0,3280.0,5679.0,0.504909510974201,48021.92564346997,0,0,0,0,0,1,2839.5,2840,1600,1294.0,420.0,39.0,1546.0,1180.0,1,1,1
11422,1301.0,2648.0,3949.0,0.5034679217240525,58648.52398523985,0,0,0,0,0,1,1974.5,1975,868,1173.0,492.0,48.0,802.0,376.0,1,1,1
11423,1260.0,2297.0,3557.0,0.50867283847465,54796.32063074902,0,0,0,0,0,1,1778.5,1779,840,489.0,148.0,15.0,1290.0,692.0,1,1,1
11424,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11425,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11426,1244.0,1263.0,2507.0,0.4814270511326204,70276.31578947368,0,0,0,0,0,0,835.6666666666666,836,830,711.0,48.0,7.0,125.0,782.0,1,1,1
11427,1840.0,1667.0,3507.0,0.4696867431611545,65363.48267117498,0,0,0,0,0,0,1169.0,1170,1227,191.0,54.0,6.0,979.0,1173.0,1,1,1
11428,975.0,1136.0,2111.0,0.5098701033036719,56970.91273821464,0,0,0,0,0,1,1055.5,1056,650,545.0,96.0,11.0,511.0,554.0,1,1,1
11429,1097.0,1924.0,3021.0,0.4711797450170587,52782.012195121955,0,0,0,0,0,1,1510.5,1511,732,357.0,224.0,22.0,1154.0,508.0,1,1,1
11430,0.0,37.0,37.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,12.333333333333332,13,0,0.0,0.0,0.0,13.0,0.0,1,0,1
11431,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11432,4178.0,5232.0,9410.0,0.4386319785896558,53037.4246186591,0,0,0,0,0,1,4705.0,4706,2786,1232.0,132.0,19.0,3474.0,2654.0,1,1,1
11433,2837.0,3679.0,6516.0,0.4464170847806509,44920.749279538904,0,0,0,0,0,1,3258.0,3259,1892,2089.0,228.0,30.0,1170.0,1664.0,1,1,1
11434,4219.0,6471.0,10690.0,0.4823853803056525,52329.7354819094,0,0,0,0,0,1,5345.0,5346,2813,3225.0,851.0,89.0,2121.0,1962.0,1,1,1
11435,4837.0,5084.0,9921.0,0.4519604409532863,51125.46125461255,0,0,0,0,0,1,4960.5,4961,3225,1759.0,252.0,33.0,3202.0,2973.0,1,1,1
11436,912.0,1939.0,2851.0,0.4730900744765562,49839.10891089109,0,0,0,0,0,1,1425.5,1426,608,256.0,198.0,17.0,1170.0,410.0,1,1,1
11437,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11439,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11451,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11499,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11690,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11691,6048.0,8574.0,14622.0,0.3319832302991544,47078.33904109589,0,0,0,0,0,1,7311.0,7312,4032,2880.0,725.0,79.0,4432.0,3307.0,1,1,1
11692,1708.0,3201.0,4909.0,0.369752684672958,50110.01100110011,0,0,0,0,0,1,2454.5,2455,1139,902.0,290.0,30.0,1553.0,849.0,1,1,1
11693,681.0,1096.0,1777.0,0.4300044254314795,61620.92624356775,0,0,0,0,0,0,592.3333333333333,593,454,328.0,12.0,4.0,265.0,442.0,1,1,1
11694,1366.0,2103.0,3469.0,0.4071048283458784,84441.93912063134,0,0,0,0,0,0,1156.3333333333333,1157,911,752.0,30.0,8.0,405.0,881.0,1,1,1
11695,0.0,0.0,0.0,0.4766521247374374,61197.28128267689,1,1,1,1,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
11697,230.0,317.0,547.0,0.6183476938672073,100870.90163934426,0,0,0,0,0,1,273.5,274,154,0.0,0.0,0.0,274.0,154.0,1,1,1
